location_key,year,month,rain_mm,rain_days,tmean_c,tmax_c,tmin_c,gdd10
+00.0250_+035.0750,2018,3,265.78174018859863,20,16.981748917282232,22.355931238974332,12.722451290007598,233.71492919921943
+00.0250_+035.0750,2018,4,376.1625971794128,27,16.163908576965355,20.79931793212893,12.60889943440759,201.1232604980476
+00.0250_+035.0750,2018,5,240.9890398979187,21,16.602024045554572,21.482095829133076,12.625840020948884,218.67300567627024
+00.0250_+035.0750,2018,6,166.6543846130371,10,16.085730425516772,20.73354644775395,12.21289621988933,194.25140686035223
+00.0250_+035.0750,2018,7,131.00486946105957,8,16.10761940658739,20.53315222955524,11.95475404800908,193.5625473022468
+00.0250_+035.0750,2018,8,150.4449542760849,15,16.297079935381532,21.413006493353123,11.586969486359637,201.775581359864
+00.0250_+035.0750,2018,9,83.23181557655334,10,17.291135787963867,23.330926513671898,11.62629445393884,224.35831451416084
+00.0250_+035.0750,2018,10,206.6671953201294,17,17.270192103232205,23.11791086504536,12.431351003339216,241.01355895996164
+00.0250_+035.0750,2018,11,75.29872751235962,8,18.006412993537026,23.80945434570316,12.794530232747434,249.0597686767585
+00.0250_+035.0750,2018,12,126.1982696056366,12,17.18025048368719,23.130884773500554,12.391185932774704,240.59209594726636
+00.0250_+035.0750,2019,1,25.441047191619877,2,18.16012366920387,25.099237060546898,12.300005315965224,269.6882568359382
+00.0250_+035.0750,2019,2,52.32586288452149,4,19.72382888793948,26.92996749877932,13.485528564453148,285.81694488525454
+00.0250_+035.0750,2019,3,59.98045921325684,5,19.372368584909797,26.93677821005548,13.068798237462204,310.01018981933663
+00.0250_+035.0750,2019,4,159.648501932621,14,18.555171945359973,24.63508249918624,13.529349263509118,272.4664764404304
+00.0250_+035.0750,2019,5,164.57912492752075,16,17.36044937872117,22.64839005008821,13.007862017231616,242.6719070434577
+00.0250_+035.0750,2019,6,170.8969542980194,14,16.48226456112343,20.759088643391976,12.92358907063806,205.2401657104499
+00.0250_+035.0750,2019,7,173.85948038101196,13,16.4469022935437,21.12509726247481,12.245240537581935,207.2402359008796
+00.0250_+035.0750,2019,8,182.12177228927607,13,16.746281334661717,22.003341477917104,12.27543275894658,221.32100067138745
+00.0250_+035.0750,2019,9,147.12615489959717,15,17.17164541880294,22.596939086914062,12.599812825520871,227.9512786865241
+00.0250_+035.0750,2019,10,296.25242948532104,20,16.517004718575436,22.01145570816533,12.449190496629283,224.1400161743171
+00.0250_+035.0750,2019,11,190.4932689666748,20,16.972924571567262,22.275721232096373,12.910645039876329,227.79549407959053
+00.0250_+035.0750,2019,12,202.4016227722168,13,16.498206362160374,21.818015609249017,12.464474388860936,221.37859497070383
+00.0250_+035.0750,2020,1,128.71903610229492,10,17.389913628690977,22.70853379772558,12.885437799269198,241.70655975341867
+00.0250_+035.0750,2020,2,92.98556423187256,6,18.12020930147719,24.277423411402253,12.881323663119645,248.8018325805671
+00.0250_+035.0750,2020,3,267.33491230010986,18,17.787298559373426,23.418655690839216,13.09498133505548,255.9613739013679
+00.0250_+035.0750,2020,4,296.8064179420471,18,17.54099063873292,22.862518819173204,13.236499532063815,241.48527526855537
+00.0250_+035.0750,2020,5,201.66923201084137,16,17.13173370771517,21.965400252803704,13.04678768034904,232.6889129638679
+00.0250_+035.0750,2020,6,198.96198153495789,15,16.337308586968334,20.77577718098962,12.49555460611981,199.0699768066413
+00.0250_+035.0750,2020,7,219.15289545059204,15,15.975148691156846,20.3165404289,12.411525406376027,197.28502044677805
+00.0250_+035.0750,2020,8,260.01559686660767,18,16.56918186064695,21.52056471301665,12.410396255985404,215.92989501953195
+00.0250_+035.0750,2020,9,225.53986871242523,17,16.863657781812947,22.063756306966184,12.559062703450536,219.34228515625068
+00.0250_+035.0750,2020,10,250.39142537117004,20,16.967464783371156,22.22852625693048,12.90774959441154,234.6122756958015
+00.0250_+035.0750,2020,11,362.22390365600586,12,17.140798420376314,22.858925882975257,12.47822621663414,230.0572814941413
+00.0250_+035.0750,2020,12,83.33454751968384,10,17.239023257840017,23.87098772602701,11.648338859311991,240.5495620727546
+00.0250_+035.1750,2015,1,10.495055675506592,2,18.155145058580672,25.160945080172667,11.86300688712828,263.8712554931648
+00.0250_+035.1750,2015,2,35.11688995361328,3,19.676267333257783,27.33302459716799,13.150136566162132,286.76425628662173
+00.0250_+035.1750,2015,3,74.89552450180054,10,20.162277045301156,27.273028761340758,14.052851818453917,330.5511489868171
+00.0250_+035.1750,2015,4,294.7858533859253,19,16.766641002231154,22.09803568522136,12.495286560058616,218.8998336791999
+00.0250_+035.1750,2015,5,223.4719376564026,11,16.6905991626042,22.187993990990435,12.42934324203003,226.5687271118171
+00.0250_+035.1750,2015,6,141.02390098571777,6,16.280357424418128,21.286170959472656,12.134291585286462,201.3069381713874
+00.0250_+035.1750,2015,7,107.69887351989746,5,16.56900248783893,21.925426163211966,11.88072234122984,213.9953018188484
+00.0250_+035.1750,2015,8,84.52365756034851,12,16.83550423242707,22.43366246377269,11.86501514065651,221.62950286865305
+00.0250_+035.1750,2015,9,136.0606918334961,9,17.613089625040686,23.588580830891942,12.339952596028697,238.92800140380928
+00.0250_+035.1750,2015,10,182.743182182312,13,17.707304193640255,23.525829979681248,13.117684444304471,257.97447357177805
+00.0250_+035.1750,2015,11,132.8726625442505,9,16.735387950473353,22.0405232747396,12.958823649088572,224.99020385742256
+00.0250_+035.1750,2015,12,137.0264720916748,9,16.898338059456137,22.59585059381305,12.32955617597031,231.34380493164133
+00.0250_+035.1750,2016,1,111.33099031448364,10,18.02774393225235,23.849926659368748,13.079902205928704,262.4123474121101
+00.0250_+035.1750,2016,2,31.596932411193848,3,19.300492091562603,26.07294669315735,13.316369102741136,281.145079040528
+00.0250_+035.1750,2016,3,92.39775657653809,10,20.254138257426572,27.484752335086966,14.07370270759833,334.1560531616218
+00.0250_+035.1750,2016,4,366.42554664611816,24,17.85858565436473,23.091819763183597,13.69300333658856,251.7723464965827
+00.0250_+035.1750,2016,5,216.07646465301517,11,17.043780406828887,22.099566355059267,12.923323895854368,232.8547988891609
+00.0250_+035.1750,2016,6,110.90768814086914,4,16.533140839470775,21.919473266601585,11.894703674316418,207.2126541137702
+00.0250_+035.1750,2016,7,149.69488620758057,7,16.19438149647044,20.90412046370972,12.076862753591229,201.2052398681648
+00.0250_+035.1750,2016,8,78.13382148742676,5,16.67660067978727,22.115793338898698,11.523974806262627,211.54689483642647
+00.0250_+035.1750,2016,9,110.5651421546936,12,16.95043752458355,22.874123636881507,11.674972025553416,218.2364349365241
+00.0250_+035.1750,2016,10,96.65088605880736,10,17.94281390200382,23.978724128969304,12.505348254788316,255.5031219482429
+00.0250_+035.1750,2016,11,101.01480078697205,15,17.88107399410677,23.85942331949872,13.197631327311228,255.85581970214912
+00.0250_+035.1750,2016,12,24.584949016571045,3,18.640981477306752,25.015304368542104,13.048808239352354,279.993745422364
+00.0250_+035.1750,2017,1,47.12355422973633,2,19.569241480673558,26.672527977728123,13.751344545425924,316.5700241088874
+00.0250_+035.1750,2017,2,97.59100246429443,5,18.981038211640907,25.989726366315608,13.10098800659182,267.27000122070376
+00.0250_+035.1750,2017,3,70.46333384513855,9,18.751349180488205,25.78845785817793,12.586440350932492,284.81092224121164
+00.0250_+035.1750,2017,4,198.6563892364502,16,18.44982950422508,24.951644388834666,13.156887817382824,271.6279830932624
+00.0250_+035.1750,2017,5,232.1661052703857,14,17.17304183385704,22.60821119739165,12.878993175875792,240.05166778564524
+00.0250_+035.1750,2017,6,102.21845817565918,5,17.227049742804695,22.7172770182292,12.186231486002612,223.55262756347724
+00.0250_+035.1750,2017,7,252.4084973335266,15,16.58601201785507,21.550629449659823,12.252099117156035,213.94229278564524
+00.0250_+035.1750,2017,8,171.5887451171875,10,16.820291855514654,21.865596451297904,12.61932156470516,224.5162292480476
+00.0250_+035.1750,2017,9,170.08525943756104,20,17.06986431545681,22.612229919433616,12.421363321940134,225.50389862060612
+00.0250_+035.1750,2017,10,166.10398960113525,12,17.526555818127065,23.177423095703148,12.738203282510083,246.6922088623054
+00.0250_+035.1750,2017,11,138.50861072540283,10,17.158241271972656,22.58276875813806,12.710750325520848,229.4027862548835
+00.0250_+035.1750,2017,12,64.0127944946289,1,18.54301929268792,25.03942359185993,12.932132154895442,278.55911407470774
+00.0250_+035.1750,2018,1,24.120180130004883,2,17.565694304435453,24.014604925340223,11.735922339654737,244.13317260742255
+00.0250_+035.1750,2018,2,48.91995191574097,4,20.046486268724664,26.8910161699568,14.244664219447545,295.8995254516608
+00.0250_+035.1750,2018,3,237.10600471496585,21,17.026529033209727,22.4609811106036,12.735739234185983,235.549165344239
+00.0250_+035.1750,2018,4,424.340889453888,24,16.194097921583477,20.9730224609375,12.597696940104186,203.56079101562568
+00.0250_+035.1750,2018,5,232.58771657943728,16,16.613797924082803,21.595366250315067,12.64031765845516,220.6531005859382
+00.0250_+035.1750,2018,6,194.79587364196777,9,16.056596310933458,20.807580057779944,12.218365478515636,195.3897430419929
+00.0250_+035.1750,2018,7,150.13147354125977,9,15.989717860888447,20.522671902564294,11.818289775233154,191.5435302734382
+00.0250_+035.1750,2018,8,138.27273643016815,13,16.206653398083176,21.44743622810614,11.510571682837735,200.93434600830147
+00.0250_+035.1750,2018,9,81.83722734451294,10,17.35372801886666,23.53810729980472,11.645561726888047,227.7550354003913
+00.0250_+035.1750,2018,10,195.22110176086423,11,17.35080051217028,23.325407262002276,12.456764270413316,244.6236587524421
+00.0250_+035.1750,2018,11,69.0730094909668,7,18.06950435638436,23.903737894694014,12.91139424641932,252.2269821166999
+00.0250_+035.1750,2018,12,129.1599621772766,10,17.324217322564834,23.30719023673765,12.51689768145161,245.2733627319343
+00.0250_+035.1750,2019,1,22.089231491088867,1,18.32935249984905,25.294637667748248,12.418404659148225,274.55215606689524
+00.0250_+035.1750,2019,2,34.28759241104126,3,19.84752971104217,27.06173150198805,13.534208461216563,288.3431594848639
+00.0250_+035.1750,2019,3,39.127235412597656,2,19.51699696612621,27.15329009025328,13.124575510332704,314.26129150390693
+00.0250_+035.1750,2019,4,168.92947781085968,9,18.78163136376276,25.179187520345067,13.520343526204442,280.49296569824287
+00.0250_+035.1750,2019,5,167.55515480041504,11,17.43986596138251,22.955093679120463,12.97601790889621,246.9322296142585
+00.0250_+035.1750,2019,6,186.8685441017151,15,16.42447376251215,20.76958923339845,12.834983825683594,204.06859588623115
+00.0250_+035.1750,2019,7,182.92993068695068,11,16.40017167778427,21.231537652784823,12.120552112210191,206.95739135742255
+00.0250_+035.1750,2019,8,189.042133808136,13,16.674367482175114,22.04641310168853,12.11704898957288,219.5336624145515
+00.0250_+035.1750,2019,9,151.54920482635498,16,17.108293639289002,22.672777811686217,12.4306610107422,226.5515823364265
+00.0250_+035.1750,2019,10,282.80746269226074,17,16.540145574590156,22.11643814579133,12.498701329385083,226.53466186523508
+00.0250_+035.1750,2019,11,179.76101779937744,15,17.01686445871985,22.33519744873047,13.02385711669922,230.385818481446
+00.0250_+035.1750,2019,12,224.38601779937744,14,16.53893059351111,21.859246826171898,12.521057916456698,222.8947235107429
+00.0250_+035.1750,2020,1,120.9450216293335,6,17.462399767803902,22.814443575951373,13.017721163841998,245.3985534667976
+00.0250_+035.1750,2020,2,84.82920360565186,6,18.31104308380486,24.45652055411506,13.14674819420128,255.2473968505866
+00.0250_+035.1750,2020,3,226.339195728302,15,17.938852133802243,23.705404269310748,13.125094801379817,260.87273559570383
+00.0250_+035.1750,2020,4,344.47828912734985,20,17.633804766337107,23.110949707031292,13.326594543457077,246.5631637573249
+00.0250_+035.1750,2020,5,193.606791973114,16,17.18172740731194,22.181167897870463,13.028907825100816,235.7561737060554
+00.0250_+035.1750,2020,6,208.7683925628662,16,16.327594502766885,20.9265096028646,12.45411529541019,200.70937347412175
+00.0250_+035.1750,2020,7,247.01147890090945,13,15.912832452917655,20.35071273311496,12.299493900422137,196.07820281982487
+00.0250_+035.1750,2020,8,266.6525115966797,18,16.54539258813344,21.59861341907134,12.368845096711198,216.4956069946296
+00.0250_+035.1750,2020,9,217.07557380199432,17,16.853555785285096,22.18849589029952,12.468443298339878,219.85408782959053
+00.0250_+035.1750,2020,10,250.4470972418785,18,17.024126409715223,22.357148988785298,12.951111627394198,237.27803955078195
+00.0250_+035.1750,2020,11,327.0049657821655,13,17.281632296244368,22.990747070312523,12.71527913411461,235.59039306640693
+00.0250_+035.1750,2020,12,82.78439331054688,8,17.480683099069893,24.201775138608863,11.89489234185993,249.49834594726636
+00.0250_+035.2250,2015,1,10.305535316467283,1,17.248958062612985,23.86257471884454,11.444365765971554,237.25757751464917
+00.0250_+035.2250,2015,2,33.55953931808472,3,18.56952556428456,25.676048714774023,12.557770756312776,255.27347259521548
+00.0250_+035.2250,2015,3,71.53489542007446,7,18.97106505773405,25.58311048938384,13.288077372889404,292.5034118652351
+00.0250_+035.2250,2015,4,284.29070472717285,18,16.03895003000912,21.44562937418624,11.78125356038413,198.62414093017645
+00.0250_+035.2250,2015,5,205.88349533081052,10,15.944379404539688,21.41564823273694,11.84970220750381,205.6129318237312
+00.0250_+035.2250,2015,6,148.32467937469482,6,15.257750002543103,20.25219675699873,11.182682291666708,171.6110641479499
+00.0250_+035.2250,2015,7,113.24464416503906,5,15.528044616535226,20.923224467615967,10.970785128685748,184.70303802490304
+00.0250_+035.2250,2015,8,91.8389699459076,12,15.719167286862673,21.299017924647217,10.90055039928808,189.14214782714916
+00.0250_+035.2250,2015,9,128.21377849578855,8,16.60545073615185,22.425929768880223,11.54622090657557,209.58226013183665
+00.0250_+035.2250,2015,10,170.3333773612976,13,16.888236023277386,22.50710842993953,12.487430498676927,232.4153533935554
+00.0250_+035.2250,2015,11,121.65165996551514,9,15.908535194397018,21.11243286132816,12.345125325520884,201.86337280273503
+00.0250_+035.2250,2015,12,131.9312868118286,9,16.154851101290888,21.498329704038557,11.997238454511091,209.18130645752024
+00.0250_+035.2250,2016,1,111.54796361923218,9,17.183807545323532,22.70361702211443,12.62793195170741,237.639009094239
+00.0250_+035.2250,2016,2,27.5892596244812,3,18.247648274213475,24.54738295982628,12.91266205886319,253.17065277099675
+00.0250_+035.2250,2016,3,91.06381702423096,9,19.536309691398287,26.21096339071954,13.75918707078506,309.537332153321
+00.0250_+035.2250,2016,4,354.56867265701294,25,17.18006731669118,22.342066446940123,13.042583719889365,230.7697525024421
+00.0250_+035.2250,2016,5,206.17500972747803,10,16.256106620706532,21.30916452715473,12.334311011529737,211.47387084961008
+00.0250_+035.2250,2016,6,112.49222755432127,4,15.620204099019304,21.07447865804039,11.06739349365239,182.26180877685613
+00.0250_+035.2250,2016,7,169.31787109375,9,15.093869063674788,19.76864752000381,11.247072084488424,171.4053527832038
+00.0250_+035.2250,2016,8,95.20695781707764,8,15.46314826883298,20.782410947738185,10.635035164125554,178.90327911377017
+00.0250_+035.2250,2016,9,110.43413019180298,12,15.803486569722564,21.595048014322916,10.699921671549475,185.39693756103577
+00.0250_+035.2250,2016,10,91.52066612243652,9,16.92677675062606,22.581438421433973,11.942479090536835,225.1207214355476
+00.0250_+035.2250,2016,11,94.8298624753952,14,16.86978655921098,22.34124399820968,12.660450236002646,225.02541351318428
+00.0250_+035.2250,2016,12,20.915278911590576,3,17.573071006036514,23.309460350775,12.540496137065304,245.6743255615241
+00.0250_+035.2250,2017,1,46.06361389160156,2,18.613013532084835,25.17638254473286,13.13910384639621,283.8900390625007
+00.0250_+035.2250,2017,2,84.37226295471191,4,18.268577739170556,24.762531171526238,12.657399204799106,243.87902526855527
+00.0250_+035.2250,2017,3,69.67016816139221,9,18.269420837074165,25.019070828345548,12.324218553112416,268.8209854125984
+00.0250_+035.2250,2017,4,197.382830619812,16,17.86490654415553,24.223502604166697,12.68445892333989,253.61942291259837
+00.0250_+035.2250,2017,5,196.6977491378784,13,16.21084950354799,21.671234918409823,12.033214741368454,212.4189697265632
+00.0250_+035.2250,2017,6,105.91383457183838,6,16.184791713290736,21.80414326985681,11.164276123046877,195.32031402587955
+00.0250_+035.2250,2017,7,282.10157585144043,17,15.396779406967935,20.26404871786798,11.330127642231616,180.5353836059577
+00.0250_+035.2250,2017,8,194.09010124206543,8,15.58821387752414,20.590590249338504,11.578762226720016,188.81935577392647
+00.0250_+035.2250,2017,9,164.8720211982727,18,15.917927466498496,21.34635569254561,11.533475240071652,193.51044006347723
+00.0250_+035.2250,2017,10,165.596351146698,12,16.56779458240794,22.20410431892645,12.181579885175154,222.97810516357487
+00.0250_+035.2250,2017,11,129.73626804351807,10,16.17085249159078,21.39839070638021,12.145895894368492,203.16429901123115
+00.0250_+035.2250,2017,12,54.59909057617188,1,17.591382762949934,23.51560855988538,12.506458700856854,248.3420425415046
+00.0250_+035.2250,2018,1,21.72969436645508,2,16.544627331149172,22.64583937121978,11.05415718324724,212.96489257812567
+00.0250_+035.2250,2018,2,45.16459226608277,4,19.007667909349777,25.47203380039764,13.465998404366644,265.13245086669986
+00.0250_+035.2250,2018,3,237.85707473754883,15,16.0927462711129,21.477901138797904,12.05210905997984,209.7151580810554
+00.0250_+035.2250,2018,4,411.32056522369385,24,15.436798116895943,20.260119120279967,12.013785807291695,184.1085739135749
+00.0250_+035.2250,2018,5,217.8708009719849,14,15.792065208189117,20.76062828802293,11.992285254693796,197.67015991211008
+00.0250_+035.2250,2018,6,223.1686658859253,12,15.116706445482066,19.9754628499349,11.496144612630246,172.71732940673894
+00.0250_+035.2250,2018,7,168.0418405532837,9,14.811482078798292,19.34425728090349,10.878575281943084,160.14673309326236
+00.0250_+035.2250,2018,8,157.3786699175835,14,15.051542720999691,20.29605378181708,10.549844360351583,170.24996032714904
+00.0250_+035.2250,2018,9,80.06226634979248,9,16.37071206834588,22.261248270670592,10.97076314290365,199.0509887695319
+00.0250_+035.2250,2018,10,183.17052555084229,10,16.456038247385322,22.158525823777723,11.869193095545654,217.4296432495124
+00.0250_+035.2250,2018,11,65.37438774108887,6,17.11394608815516,22.527794392903672,12.377546691894564,223.5801162719733
+00.0250_+035.2250,2018,12,106.90934920310974,11,16.502797001664476,22.090744806105132,12.00814258206276,218.53275451660227
+00.0250_+035.2250,2019,1,20.468668937683105,3,17.66401154302781,24.05240980579009,12.156786814043642,251.26293640136788
+00.0250_+035.2250,2019,2,34.27785778045654,3,19.098241787865103,25.75957314627516,13.297343553815608,266.79683380127017
+00.0250_+035.2250,2019,3,38.35090637207031,2,18.834075259136966,25.92864921323718,12.86525928128151,291.30558166503977
+00.0250_+035.2250,2019,4,160.9948741197586,9,18.38707569970029,24.83777160644536,12.996591695149789,267.51544952392646
+00.0250_+035.2250,2019,5,164.17879486083984,11,16.755240520354278,22.283338288337973,12.331290263514404,226.52674255371164
+00.0250_+035.2250,2019,6,209.90261268615723,14,15.464553515116393,20.110522969563817,12.008273824056005,181.7819519042976
+00.0250_+035.2250,2019,7,206.70378398895264,12,15.357268556984536,20.13996276855471,11.28017332015503,177.57342529296943
+00.0250_+035.2250,2019,8,214.4439344406128,14,15.49471673452723,20.808077215379285,11.187816299930716,185.9363494873054
+00.0250_+035.2250,2019,9,156.4096326828003,15,15.983068487379285,21.414663696289097,11.541549173990916,194.3431930541999
+00.0250_+035.2250,2019,10,233.4184455871582,12,15.69496485802432,21.23654499669232,11.89971707251766,203.6120620727546
+00.0250_+035.2250,2019,11,179.10144531726837,16,16.11293108198379,21.2323857625326,12.392084248860726,204.36705017089912
+00.0250_+035.2250,2019,12,176.87485599517822,10,15.758378888201946,21.007643471994754,12.086875472530268,202.96504364013745
+00.0250_+035.2250,2020,1,107.89856338500977,6,16.71353646555258,21.776640172158523,12.630813893964216,223.54832916259835
+00.0250_+035.2250,2020,2,78.25809049606323,7,17.66321453226027,23.43273841594828,12.89136657714846,236.699522399903
+00.0250_+035.2250,2020,3,214.1106882095337,15,17.319304607760557,22.98885251937378,12.68392087874878,242.92798767089917
+00.0250_+035.2250,2020,4,327.5807843208313,20,16.93406247033016,22.29326426188152,12.823217264811204,226.7472229003913
+00.0250_+035.2250,2020,5,168.8579454421997,15,16.500861206875015,21.497520003780267,12.440168122322348,216.03416595459052
+00.0250_+035.2250,2020,6,222.68601536750796,16,15.494825405544702,20.326413472493527,11.665454610188815,179.94029541015692
+00.0250_+035.2250,2020,7,263.74542713165283,13,15.050945167131374,19.55083372054565,11.62804663873493,173.27264556884836
+00.0250_+035.2250,2020,8,284.0818872451782,18,15.614187741023215,20.66650075604844,11.548501094695098,189.3325286865241
+00.0250_+035.2250,2020,9,204.3626265525818,18,15.892398558722618,21.184140523274777,11.607666524251329,192.13295593261785
+00.0250_+035.2250,2020,10,238.8753271698952,18,16.19293258831061,21.449514376732623,12.237489564957173,212.1485610961921
+00.0250_+035.2250,2020,11,289.59154081344604,12,16.46484627193871,21.820529174804733,12.245808919270871,210.9950714111335
+00.0250_+035.2250,2020,12,60.56096839904785,7,16.863516600414016,23.045177139774463,11.739604137789854,229.1641098022468
+00.0250_+035.2750,2015,1,7.778820037841797,1,17.248958062612985,23.86257471884454,11.444365765971554,237.25757751464917
+00.0250_+035.2750,2015,2,34.57266044616699,3,18.56952556428456,25.676048714774023,12.557770756312776,255.27347259521548
+00.0250_+035.2750,2015,3,55.46507024765015,7,18.97106505773405,25.58311048938384,13.288077372889404,292.5034118652351
+00.0250_+035.2750,2015,4,249.2036867141724,19,16.03895003000912,21.44562937418624,11.78125356038413,198.62414093017645
+00.0250_+035.2750,2015,5,147.571533203125,8,15.944379404539688,21.41564823273694,11.84970220750381,205.6129318237312
+00.0250_+035.2750,2015,6,130.68588256835938,7,15.257750002543103,20.25219675699873,11.182682291666708,171.6110641479499
+00.0250_+035.2750,2015,7,114.42006301879884,5,15.528044616535226,20.923224467615967,10.970785128685748,184.70303802490304
+00.0250_+035.2750,2015,8,84.65014004707336,12,15.719167286862673,21.299017924647217,10.90055039928808,189.14214782714916
+00.0250_+035.2750,2015,9,98.6352653503418,7,16.60545073615185,22.425929768880223,11.54622090657557,209.58226013183665
+00.0250_+035.2750,2015,10,136.2585415840149,11,16.888236023277386,22.50710842993953,12.487430498676927,232.4153533935554
+00.0250_+035.2750,2015,11,92.87172317504884,8,15.908535194397018,21.11243286132816,12.345125325520884,201.86337280273503
+00.0250_+035.2750,2015,12,76.79173755645752,7,16.154851101290888,21.498329704038557,11.997238454511091,209.18130645752024
+00.0250_+035.2750,2016,1,83.64310121536255,9,17.183807545323532,22.70361702211443,12.62793195170741,237.639009094239
+00.0250_+035.2750,2016,2,27.671645164489743,3,18.247648274213475,24.54738295982628,12.91266205886319,253.17065277099675
+00.0250_+035.2750,2016,3,76.59459495544434,10,19.536309691398287,26.21096339071954,13.75918707078506,309.537332153321
+00.0250_+035.2750,2016,4,308.3779282569885,23,17.18006731669118,22.342066446940123,13.042583719889365,230.7697525024421
+00.0250_+035.2750,2016,5,157.2169075012207,11,16.256106620706532,21.30916452715473,12.334311011529737,211.47387084961008
+00.0250_+035.2750,2016,6,91.19915771484376,3,15.620204099019304,21.07447865804039,11.06739349365239,182.26180877685613
+00.0250_+035.2750,2016,7,170.9776268005371,8,15.093869063674788,19.76864752000381,11.247072084488424,171.4053527832038
+00.0250_+035.2750,2016,8,89.6206636428833,7,15.46314826883298,20.782410947738185,10.635035164125554,178.90327911377017
+00.0250_+035.2750,2016,9,90.12292861938477,12,15.803486569722564,21.595048014322916,10.699921671549475,185.39693756103577
+00.0250_+035.2750,2016,10,84.41635084152222,9,16.92677675062606,22.581438421433973,11.942479090536835,225.1207214355476
+00.0250_+035.2750,2016,11,70.06351554393768,14,16.86978655921098,22.34124399820968,12.660450236002646,225.02541351318428
+00.0250_+035.2750,2016,12,15.086113929748535,3,17.573071006036514,23.309460350775,12.540496137065304,245.6743255615241
+00.0250_+035.2750,2017,1,34.321638107299805,2,18.613013532084835,25.17638254473286,13.13910384639621,283.8900390625007
+00.0250_+035.2750,2017,2,68.85188341140747,3,18.268577739170556,24.762531171526238,12.657399204799106,243.87902526855527
+00.0250_+035.2750,2017,3,56.41506218910217,7,18.269420837074165,25.019070828345548,12.324218553112416,268.8209854125984
+00.0250_+035.2750,2017,4,162.73697710037231,15,17.86490654415553,24.223502604166697,12.68445892333989,253.61942291259837
+00.0250_+035.2750,2017,5,138.03271484375,8,16.21084950354799,21.671234918409823,12.033214741368454,212.4189697265632
+00.0250_+035.2750,2017,6,82.50163459777832,5,16.184791713290736,21.80414326985681,11.164276123046877,195.32031402587955
+00.0250_+035.2750,2017,7,291.7053861618042,15,15.396779406967935,20.26404871786798,11.330127642231616,180.5353836059577
+00.0250_+035.2750,2017,8,187.3131046295166,7,15.58821387752414,20.590590249338504,11.578762226720016,188.81935577392647
+00.0250_+035.2750,2017,9,133.578444480896,19,15.917927466498496,21.34635569254561,11.533475240071652,193.51044006347723
+00.0250_+035.2750,2017,10,159.4240427017212,12,16.56779458240794,22.20410431892645,12.181579885175154,222.97810516357487
+00.0250_+035.2750,2017,11,96.98786401748656,10,16.17085249159078,21.39839070638021,12.145895894368492,203.16429901123115
+00.0250_+035.2750,2017,12,30.234161376953125,2,17.591382762949934,23.51560855988538,12.506458700856854,248.3420425415046
+00.0250_+035.2750,2018,1,16.138709545135498,4,16.544627331149172,22.64583937121978,11.05415718324724,212.96489257812567
+00.0250_+035.2750,2018,2,46.3469295501709,4,19.007667909349777,25.47203380039764,13.465998404366644,265.13245086669986
+00.0250_+035.2750,2018,3,195.70934581756592,16,16.0927462711129,21.477901138797904,12.05210905997984,209.7151580810554
+00.0250_+035.2750,2018,4,352.07627391815186,24,15.436798116895943,20.260119120279967,12.013785807291695,184.1085739135749
+00.0250_+035.2750,2018,5,185.49868774414065,17,15.792065208189117,20.76062828802293,11.992285254693796,197.67015991211008
+00.0250_+035.2750,2018,6,226.31230974197388,13,15.116706445482066,19.9754628499349,11.496144612630246,172.71732940673894
+00.0250_+035.2750,2018,7,176.10344791412354,10,14.811482078798292,19.34425728090349,10.878575281943084,160.14673309326236
+00.0250_+035.2750,2018,8,147.96658486127853,14,15.051542720999691,20.29605378181708,10.549844360351583,170.24996032714904
+00.0250_+035.2750,2018,9,58.21196269989014,8,16.37071206834588,22.261248270670592,10.97076314290365,199.0509887695319
+00.0250_+035.2750,2018,10,150.40685653686523,9,16.456038247385322,22.158525823777723,11.869193095545654,217.4296432495124
+00.0250_+035.2750,2018,11,48.34769296646118,4,17.11394608815516,22.527794392903672,12.377546691894564,223.5801162719733
+00.0250_+035.2750,2018,12,58.3218846321106,9,16.502797001664476,22.090744806105132,12.00814258206276,218.53275451660227
+00.0250_+035.2750,2019,1,13.261459589004517,3,17.66401154302781,24.05240980579009,12.156786814043642,251.26293640136788
+00.0250_+035.2750,2019,2,31.11237335205078,2,19.098241787865103,25.75957314627516,13.297343553815608,266.79683380127017
+00.0250_+035.2750,2019,3,29.640323638916016,1,18.834075259136966,25.92864921323718,12.86525928128151,291.30558166503977
+00.0250_+035.2750,2019,4,134.1278704404831,9,18.38707569970029,24.83777160644536,12.996591695149789,267.51544952392646
+00.0250_+035.2750,2019,5,119.47362089157104,11,16.755240520354278,22.283338288337973,12.331290263514404,226.52674255371164
+00.0250_+035.2750,2019,6,184.4358446598053,16,15.464553515116393,20.110522969563817,12.008273824056005,181.7819519042976
+00.0250_+035.2750,2019,7,211.34814262390137,11,15.357268556984536,20.13996276855471,11.28017332015503,177.57342529296943
+00.0250_+035.2750,2019,8,204.1152386665344,14,15.49471673452723,20.808077215379285,11.187816299930716,185.9363494873054
+00.0250_+035.2750,2019,9,118.51973056793211,10,15.983068487379285,21.414663696289097,11.541549173990916,194.3431930541999
+00.0250_+035.2750,2019,10,175.71944427490234,9,15.69496485802432,21.23654499669232,11.89971707251766,203.6120620727546
+00.0250_+035.2750,2019,11,141.55723345279694,17,16.11293108198379,21.2323857625326,12.392084248860726,204.36705017089912
