location_key,year,month,rain_mm,rain_days,tmean_c,tmax_c,tmin_c,gdd10
+00.0250_+034.1250,2018,11,85.16296076774597,13,22.42319087982173,26.370042419433616,19.057849629720067,381.41838073730537
+00.0250_+034.1250,2018,12,155.26274847984314,22,21.8273307718257,25.68643316453506,18.68018296764745,377.6825500488288
+00.0250_+034.1250,2019,1,18.579627513885494,3,22.673462147866587,27.33995676348286,18.89362044795871,406.62044677734445
+00.0250_+034.1250,2019,2,97.61448073387146,10,23.84702980404808,28.69312547956196,19.99323316301621,397.9024200439458
+00.0250_+034.1250,2019,3,100.529865026474,12,23.590142022409797,28.48388898295741,19.739158679593004,434.3144454956061
+00.0250_+034.1250,2019,4,176.9579621553421,17,22.933524809943265,26.8057851155599,19.589151000976585,395.4012252807624
+00.0250_+034.1250,2019,5,212.79876279830933,23,21.99031381504517,25.55442691926038,19.113061523437523,382.3460708618171
+00.0250_+034.1250,2019,6,107.28329944610596,14,21.290190993415024,24.901443481445312,18.639632161458337,353.11613464355537
+00.0250_+034.1250,2019,7,74.05409073829651,9,21.305321732387767,25.04867534022179,18.218322557018663,360.63846740722727
+00.0250_+034.1250,2019,8,84.86115455627441,11,21.712448169339098,25.75890896704891,18.397816614950894,374.4292465209968
+00.0250_+034.1250,2019,9,121.65025067329408,19,22.1729475021362,26.26874643961588,18.745155843098985,375.20853424072334
+00.0250_+034.1250,2019,10,394.3151640892029,29,21.22742768564541,24.98767070154992,18.350030517578148,361.7343688964851
+00.0250_+034.1250,2019,11,198.7302606701851,19,21.75984134674076,25.634091695149777,18.81819661458337,366.7843246459968
+00.0250_+034.1250,2019,12,191.1399426460266,18,21.403083399290665,25.1459447060862,18.51335468907513,366.7191406250007
+00.0250_+034.1250,2020,1,108.21798658370972,10,22.25066684189665,26.0186435822518,19.046384060767423,388.5079284667976
+00.0250_+034.1250,2020,2,72.77066576480865,10,22.69022434278463,26.996850585937523,19.187733827788293,379.6764739990241
+00.0250_+034.1250,2020,3,259.47805166244507,25,22.20416473880897,26.06581932806199,19.133594931325604,390.5909210205085
+00.0250_+034.1250,2020,4,252.8868012428284,19,22.166196801927413,25.804186503092467,19.223972574869837,375.4223861694343
+00.0250_+034.1250,2020,5,169.25702285766602,20,21.762947480396576,25.440161231256297,18.85609810121599,376.592019653321
+00.0250_+034.1250,2020,6,93.65052342414856,13,21.25300954182944,25.030425516764357,18.123343912760447,347.3065414428718
+00.0250_+034.1250,2020,7,75.68155720084906,11,21.00081758396601,24.599938472624785,18.000987686649466,350.3143554687507
+00.0250_+034.1250,2020,8,101.17520809173584,11,21.592787371399535,25.692319119361173,18.20532009986141,370.4134078979499
+00.0250_+034.1250,2020,9,184.95158630609512,21,21.761292330424,25.90006357828776,18.362522379557333,363.93878936767646
+00.0250_+034.1250,2020,10,198.72626101970675,19,21.733507185084814,25.601662223569804,18.801430782195094,378.2479415893562
+00.0250_+034.1250,2020,11,484.4349126815796,22,21.486322508917965,25.284716796875045,18.42999420166018,355.720664978028
+00.0250_+034.1250,2020,12,76.29043006896973,10,21.68058176758467,25.506745172316077,18.298287471648223,368.978005981446
+00.0250_+034.1750,2015,1,8.995824337005615,2,23.103723267585963,28.072582909368748,18.976246298513104,418.91017150878974
+00.0250_+034.1750,2015,2,32.90576088428497,5,23.88528077261793,29.17402856009352,19.55934132167272,396.8509231567388
+00.0250_+034.1750,2015,3,106.16991353034972,11,24.01550652698808,29.283972266412547,19.82146508001512,433.7563186645513
+00.0250_+034.1750,2015,4,288.7856185436249,25,21.45689436594654,24.949435933431005,18.64756571451824,353.95502471923896
+00.0250_+034.1750,2015,5,245.05042695999143,23,21.68288379382068,25.46665098128784,18.663980594758076,374.0247894287117
+00.0250_+034.1750,2015,6,158.81593942642212,16,21.400132815043207,25.178804524739636,18.490879821777355,355.0452651977546
+00.0250_+034.1750,2015,7,42.24685287475586,7,21.639057721373945,25.568368038054476,18.20549779092113,368.4949203491218
+00.0250_+034.1750,2015,8,28.72002220153809,3,22.265280988139462,26.60207667196954,18.36490980579009,386.9882904052741
+00.0250_+034.1750,2015,9,124.12871932983398,11,22.70252376132544,27.01039021809896,19.169101969401083,392.6923828125007
+00.0250_+034.1750,2015,10,272.2669196128845,23,22.132828177175213,26.004418453093532,19.089085535849332,388.949311828614
+00.0250_+034.1750,2015,11,303.31216382980347,23,21.23294654422341,24.828465779622437,18.479828898111972,349.6244201660163
+00.0250_+034.1750,2015,12,137.90908670425415,13,21.608015478810955,25.374528257308494,18.52600077967492,370.4582000732429
+00.0250_+034.1750,2016,1,82.00380158424377,15,22.72268365839483,26.59430404170871,19.583287196005585,405.752664184571
+00.0250_+034.1750,2016,2,20.8796181678772,3,24.101006751224983,28.827117604222792,20.20553609913793,418.7483535766608
+00.0250_+034.1750,2016,3,71.25379228591919,12,24.33072228380428,28.872413684475816,20.377194607642423,449.2956893920904
+00.0250_+034.1750,2016,4,362.42505836486816,26,22.229722807142423,25.34663035074874,19.63460286458337,374.7184982299812
+00.0250_+034.1750,2016,5,211.7626042366028,16,21.970320330384027,25.68410546087449,19.035101909022217,383.1477142333992
+00.0250_+034.1750,2016,6,74.07508134841919,10,21.47077647315132,25.173130289713583,18.248782348632854,351.328689575196
+00.0250_+034.1750,2016,7,34.48251438140869,3,21.36138418464259,25.099487600018904,17.94072285313763,357.1232620239265
+00.0250_+034.1750,2016,8,36.154314041137695,3,21.90266964820125,26.116179730815304,18.095456326392423,375.28035888671945
+00.0250_+034.1750,2016,9,69.98672103881836,11,22.466854625278074,26.777374267578125,18.73286641438807,382.65361022949287
+00.0250_+034.1750,2016,10,76.80071258544922,10,22.63373449592183,26.723165991998485,19.16227604035413,401.2243515014656
+00.0250_+034.1750,2016,11,116.39180254936218,12,22.19165613386372,26.43641510009769,18.809281412760413,378.6854476928718
+00.0250_+034.1750,2016,12,19.76911282539368,5,22.91477862532429,27.754523787959958,18.925674733807966,411.691693115235
+00.0250_+034.1750,2017,1,40.38026809692383,2,23.430509226809196,28.82559332078506,19.145214745306248,428.13461303710994
+00.0250_+034.1750,2017,2,194.5519766807556,13,23.214012309483167,27.91597191946852,19.3015871320452,378.68933105468807
+00.0250_+034.1750,2017,3,100.58367013931274,14,22.80605505666432,26.922303525863185,19.23155094269788,405.0681152343757
+00.0250_+034.1750,2017,4,238.96171522140503,19,22.686510276794536,26.451772562662768,19.47017517089847,388.7427322387702
+00.0250_+034.1750,2017,5,269.30831146240234,19,22.14685578294984,25.911002177576904,19.01763010332661,386.3938003540046
+00.0250_+034.1750,2017,6,84.57430934906006,11,22.1938764572144,26.32777455647789,18.76475728352869,376.3879776000984
+00.0250_+034.1750,2017,7,102.06789994239809,15,21.42544886681344,25.25686675040953,18.22940634450606,364.0372329711921
+00.0250_+034.1750,2017,8,114.46674847602844,18,21.78077520144882,25.712956877677698,18.362981783959185,373.1770492553718
+00.0250_+034.1750,2017,9,137.58193564414978,18,21.77401741875553,25.849460856119837,18.44560394287112,364.425971984864
+00.0250_+034.1750,2017,10,151.24625968933103,17,22.19901098025741,26.273169043756297,18.79542620258951,388.5632263183601
+00.0250_+034.1750,2017,11,135.37192344665527,15,21.687407938639296,25.501808675130235,18.45180358886722,359.3041839599616
+00.0250_+034.1750,2017,12,20.00556945800781,2,22.887690726659685,27.446035372826373,19.078813417496235,411.1351562500007
+00.0250_+034.1750,2018,1,24.829904794692997,2,22.15205970682115,26.05407202935993,18.778932436050923,384.9115692138679
+00.0250_+034.1750,2018,2,75.48340368270874,8,23.97084627151497,28.97926428658621,19.754081072126155,395.20252838134815
+00.0250_+034.1750,2018,3,204.6229298114777,27,21.58211434066942,25.15100422520794,18.627214296402485,368.5623870849616
+00.0250_+034.1750,2018,4,284.3040590286255,24,20.93786691029868,24.12335561116538,18.44804840087892,338.57106018066474
+00.0250_+034.1750,2018,5,241.5602278709412,22,21.49904920516485,25.27852290984123,18.568554589056248,369.62970123291086
+00.0250_+034.1750,2018,6,105.4200520515442,11,21.09676829444044,24.94789479573569,17.855585734049498,342.052207946778
+00.0250_+034.1750,2018,7,46.88877487182617,4,21.15907007443002,25.08242335165704,17.77693156580773,354.32000122070383
+00.0250_+034.1750,2018,8,74.32642370462418,13,21.464429145730943,25.691822470388104,17.854398961221023,364.9664321899421
+00.0250_+034.1750,2018,9,62.30528688430786,9,22.34579344855416,26.654211425781284,18.633017476399743,379.3084335327155
+00.0250_+034.1750,2018,10,199.36302661895752,18,22.07407105148485,26.060897138041867,18.712856465001263,383.9931808471687
+00.0250_+034.1750,2018,11,88.198721408844,14,22.42319087982173,26.370042419433616,19.057849629720067,381.41838073730537
+00.0250_+034.1750,2018,12,156.8128012418747,21,21.8273307718257,25.68643316453506,18.68018296764745,377.6825500488288
+00.0250_+034.1750,2019,1,18.134960174560547,3,22.673462147866587,27.33995676348286,18.89362044795871,406.62044677734445
+00.0250_+034.1750,2019,2,99.88090109825134,9,23.84702980404808,28.69312547956196,19.99323316301621,397.9024200439458
+00.0250_+034.1750,2019,3,106.88105607032776,13,23.590142022409797,28.48388898295741,19.739158679593004,434.3144454956061
+00.0250_+034.1750,2019,4,179.13256192207336,16,22.933524809943265,26.8057851155599,19.589151000976585,395.4012252807624
+00.0250_+034.1750,2019,5,218.59962129592896,26,21.99031381504517,25.55442691926038,19.113061523437523,382.3460708618171
+00.0250_+034.1750,2019,6,109.79602253437042,17,21.290190993415024,24.901443481445312,18.639632161458337,353.11613464355537
+00.0250_+034.1750,2019,7,72.8835334777832,9,21.305321732387767,25.04867534022179,18.218322557018663,360.63846740722727
+00.0250_+034.1750,2019,8,88.68618535995483,12,21.712448169339098,25.75890896704891,18.397816614950894,374.4292465209968
+00.0250_+034.1750,2019,9,125.12983131408691,20,22.1729475021362,26.26874643961588,18.745155843098985,375.20853424072334
+00.0250_+034.1750,2019,10,383.4944038391113,28,21.22742768564541,24.98767070154992,18.350030517578148,361.7343688964851
+00.0250_+034.1750,2019,11,214.52120119333267,18,21.75984134674076,25.634091695149777,18.81819661458337,366.7843246459968
+00.0250_+034.1750,2019,12,188.0266351699829,17,21.403083399290665,25.1459447060862,18.51335468907513,366.7191406250007
+00.0250_+034.1750,2020,1,109.91484022140504,9,22.25066684189665,26.0186435822518,19.046384060767423,388.5079284667976
+00.0250_+034.1750,2020,2,77.23012018203735,9,22.69022434278463,26.996850585937523,19.187733827788293,379.6764739990241
+00.0250_+034.1750,2020,3,267.93139839172363,25,22.20416473880897,26.06581932806199,19.133594931325604,390.5909210205085
+00.0250_+034.1750,2020,4,265.90913581848145,19,22.166196801927413,25.804186503092467,19.223972574869837,375.4223861694343
+00.0250_+034.1750,2020,5,178.25250136852264,19,21.762947480396576,25.440161231256297,18.85609810121599,376.592019653321
+00.0250_+034.1750,2020,6,101.56728792190552,13,21.25300954182944,25.030425516764357,18.123343912760447,347.3065414428718
+00.0250_+034.1750,2020,7,81.03802318871021,11,21.00081758396601,24.599938472624785,18.000987686649466,350.3143554687507
+00.0250_+034.1750,2020,8,112.4549434185028,12,21.592787371399535,25.692319119361173,18.20532009986141,370.4134078979499
+00.0250_+034.1750,2020,9,200.84749628603456,21,21.761292330424,25.90006357828776,18.362522379557333,363.93878936767646
+00.0250_+034.1750,2020,10,209.5413180589676,22,21.733507185084814,25.601662223569804,18.801430782195094,378.2479415893562
+00.0250_+034.1750,2020,11,494.82010984420776,22,21.486322508917965,25.284716796875045,18.42999420166018,355.720664978028
+00.0250_+034.1750,2020,12,76.84742641448975,12,21.68058176758467,25.506745172316077,18.298287471648223,368.978005981446
+00.0250_+034.2250,2015,1,9.34810495376587,2,22.693370129985283,28.60617784069433,17.593940291866204,404.4587539672858
+00.0250_+034.2250,2015,2,35.01590538024902,3,23.734058906918506,30.11993015834264,18.59026979718891,390.8489151000981
+00.0250_+034.2250,2015,3,107.4340877532959,11,23.94935754345317,30.29049958259833,18.974034266318085,425.340502929688
+00.0250_+034.2250,2015,4,294.8871796131134,26,21.035651418897828,25.2387705485026,17.816006469726574,345.8216552734382
+00.0250_+034.2250,2015,5,263.1663827896118,23,21.19221626609891,25.70203109248996,17.805905545142423,364.3730178833015
+00.0250_+034.2250,2015,6,162.33383893966675,17,20.87640234629316,25.291132609049495,17.557902526855514,342.7355270385749
+00.0250_+034.2250,2015,7,47.02938413619995,6,21.11478279277844,25.73597205377399,17.156776477444566,354.8376022338874
+00.0250_+034.2250,2015,8,33.92050361633301,5,21.8277599867954,26.88981214954009,17.40094811224168,376.5067840576179
+00.0250_+034.2250,2015,9,150.68193864822388,14,22.28132692972821,27.43379516601567,18.13959452311201,383.60084533691474
+00.0250_+034.2250,2015,10,265.7174954414368,24,21.72395300916457,26.403959508096023,18.23732516381051,381.9399124145515
+00.0250_+034.2250,2015,11,314.4279308319092,23,20.78212460411919,25.080959574381552,17.646723429361998,340.915245056153
+00.0250_+034.2250,2015,12,142.98508024215698,13,21.125761614563714,25.629963831747773,17.61344791535413,360.27288208007883
+00.0250_+034.2250,2016,1,86.81875729560852,15,22.22767147761516,26.888345829133076,18.549380197832704,394.2847534179695
+00.0250_+034.2250,2016,2,26.17284202575684,3,23.664873377482024,29.348903471848075,18.9555329421471,405.50042114257866
+00.0250_+034.2250,2016,3,73.07237529754639,12,24.015195465087917,29.586586047757063,19.322062141664617,439.0669998168951
+00.0250_+034.2250,2016,4,366.7989640235901,26,21.835934829712016,25.617210388183597,18.91104888916016,367.9238891601569
+00.0250_+034.2250,2016,5,222.15714073181152,17,21.490880646244136,25.880850810389404,18.181835839056248,372.97164306640695
+00.0250_+034.2250,2016,6,82.89884042739868,10,20.9481175104778,25.369166056315123,17.40947621663412,341.67963409423896
+00.0250_+034.2250,2016,7,40.5951452255249,4,20.864833655408688,25.303019172914617,16.918240750220548,344.42952880859445
+00.0250_+034.2250,2016,8,39.594329833984375,3,21.44110210787869,26.418109327747004,17.06523407966864,363.9918228149421
+00.0250_+034.2250,2016,9,74.50053215026855,10,22.00647864871553,27.10704701741537,17.716873168945312,372.3588027954109
+00.0250_+034.2250,2016,10,78.05970525741577,11,22.202259256506466,27.15144968340473,18.12592566705524,391.7993179321296
+00.0250_+034.2250,2016,11,121.42542791366576,13,21.7829918543498,26.92416076660157,17.907078552246105,372.4685897827155
+00.0250_+034.2250,2016,12,20.20146155357361,5,22.450730301231488,28.22514520460561,17.715657191122773,399.3837356567389
+00.0250_+034.2250,2017,1,43.8320426940918,2,23.1182061144101,29.576447320753573,17.973660672095548,416.1034301757818
+00.0250_+034.2250,2017,2,206.56672382354736,13,22.900486337570896,28.687789808000844,18.270505523681663,370.83475494384817
+00.0250_+034.2250,2017,3,104.51072943210602,14,22.402808248868663,27.446551710559504,18.262197482201373,397.4746475219733
+00.0250_+034.2250,2017,4,239.40051770210263,19,22.286811383565293,26.87354329427086,18.4425938924154,379.1160446166999
+00.0250_+034.2250,2017,5,285.3987202644348,20,21.71676138190816,26.238412967804948,18.12463359217492,377.6272216796882
+00.0250_+034.2250,2017,6,89.30978488922119,11,21.790539868672735,26.76403147379557,17.810042826334666,368.6111145019538
+00.0250_+034.2250,2017,7,108.3722996711731,15,21.06857040159167,25.693322261687285,17.279714572045123,356.08207092285227
+00.0250_+034.2250,2017,8,128.94432258605957,20,21.45881934627414,26.12745056152346,17.566340587985167,367.2537628173835
+00.0250_+034.2250,2017,9,144.51474380493164,18,21.37871034410267,26.19422403971356,17.506030782063817,355.50382232666084
+00.0250_+034.2250,2017,10,150.74361324310303,17,21.7637502485706,26.673557207661304,17.86020173103583,380.2732635498054
+00.0250_+034.2250,2017,11,144.7124319076538,17,21.233767530653267,25.832216389974008,17.578653462727914,351.163047790528
+00.0250_+034.2250,2017,12,21.67447853088379,2,22.48663068381694,28.009379036195867,18.01475111438384,403.1717147827155
+00.0250_+034.2250,2018,1,27.873088359832764,4,21.739328167002785,26.59807591592113,17.62720789755548,375.4918991088874
+00.0250_+034.2250,2018,2,77.7078503370285,9,23.85470799491526,29.88900527954104,18.940909685407405,388.4795898437504
+00.0250_+034.2250,2018,3,217.33509016036987,26,21.16359955572324,25.451128362840223,17.76957436838461,359.9208923339851
+00.0250_+034.2250,2018,4,292.8912043571472,24,20.48602771759033,24.227773539225268,17.65961354573568,328.31080627441474
+00.0250_+034.2250,2018,5,265.6779327392578,24,21.02727238644843,25.46825512301541,17.740461091072348,359.7351013183601
+00.0250_+034.2250,2018,6,109.25563383102416,11,20.56787832048201,25.02307891845703,16.941343688964878,329.4663391113288
+00.0250_+034.2250,2018,7,48.76846027374268,4,20.637753710182835,25.191271185105848,16.97086240706909,343.51307067871164
+00.0250_+034.2250,2018,8,80.66618186235428,14,20.96516419277384,25.882359461630585,16.91460669732868,353.3529754638679
+00.0250_+034.2250,2018,9,65.85181665420532,11,21.87699462042912,27.009675598144558,17.627186584472668,369.5529327392585
+00.0250_+034.2250,2018,10,203.06125831604004,18,21.59532966203591,26.36612509450606,17.849091363722323,375.33585510253977
+00.0250_+034.2250,2018,11,95.37079119682312,14,21.97130557166201,26.715318298339863,18.10365549723309,372.2846069335944
+00.0250_+034.2250,2018,12,153.97265791893005,20,21.32337201846542,26.02255967663183,17.709225857642423,367.8426757812507
+00.0250_+034.2250,2019,1,19.73276138305664,3,22.15696034175096,27.74263374574724,17.65979377992693,393.2679656982429
+00.0250_+034.2250,2019,2,103.78931307792664,9,23.53592198689779,29.462957000732445,18.82140720912389,387.4392715454106
+00.0250_+034.2250,2019,3,107.22925972938538,13,23.21767793470809,29.20151820028985,18.59648407966864,423.08106689453183
+00.0250_+034.2250,2019,4,178.35782635211945,17,22.54288353390166,27.247759501139345,18.748647054036496,388.9379150390632
+00.0250_+034.2250,2019,5,230.89152669906616,26,21.59595057579781,25.83958169260336,18.372079959992448,375.2807556152351
+00.0250_+034.2250,2019,6,108.26712727546692,15,20.8317844178942,25.046918233235715,17.796675109863315,342.65390014648506
+00.0250_+034.2250,2019,7,76.74924159049988,9,20.847636815553077,25.223639014459422,17.286054352791098,348.9002471923835
+00.0250_+034.2250,2019,8,98.574951171875,13,21.33054660263889,26.14465903005293,17.559791614163316,367.41898498535227
+00.0250_+034.2250,2019,9,138.22294163703918,21,21.72659062279604,26.606916300455737,17.856309000651038,366.94837951660224
+00.0250_+034.2250,2019,10,372.0471301078797,28,20.824180877849585,25.283786207629817,17.555909482894435,354.0152832031257
+00.0250_+034.2250,2019,11,221.5836164355278,17,21.283528412712883,25.865565999348973,17.913792419433605,356.69037628173896
+00.0250_+034.2250,2019,12,196.52403593063357,18,20.918795029835053,25.36265839607489,17.58186172977571,355.6400619506843
+00.0250_+034.2250,2020,1,116.1581404209137,9,21.782084852649348,26.189853102161067,18.1465235556326,377.2138381958015
+00.0250_+034.2250,2020,2,78.42862939834595,8,22.253061088474283,27.32704604576378,18.16526026232492,369.6384414672858
+00.0250_+034.2250,2020,3,265.2669267654419,24,21.787870845999805,26.34206444524949,18.327744810042876,382.382043457032
+00.0250_+034.2250,2020,4,264.5325446128845,18,21.737447886996847,26.030358378092444,18.42498881022135,366.8302078247077
+00.0250_+034.2250,2020,5,187.23129296302795,20,21.36237834397184,25.67802606398061,18.144103807018663,369.243013000489
+00.0250_+034.2250,2020,6,113.0079094171524,12,20.780117289225245,25.190087890625023,17.29485982259115,337.27421569824287
+00.0250_+034.2250,2020,7,85.35438472032547,11,20.563559099423003,24.75102952526464,17.21147874401464,340.41887817382883
+00.0250_+034.2250,2020,8,130.18671131134033,15,21.166423334101182,25.99470106555572,17.30962475192166,361.2170501708992
+00.0250_+034.2250,2020,9,220.5594584941864,22,21.368825425042075,26.2469462076823,17.559549967447936,357.0974426269538
+00.0250_+034.2250,2020,10,215.74678933620453,23,21.362423935756965,25.991052246093773,18.040449376260085,372.4882751464851
+00.0250_+034.2250,2020,11,532.1243968009949,22,21.111566649542965,25.62514038085942,17.64625244140626,349.07089233398506
+00.0250_+034.2250,2020,12,76.68397760391235,11,21.24511364762509,25.86843507828252,17.374564189295654,360.26648864746164
+00.0250_+034.2750,2015,1,8.864318370819092,2,22.693370129985283,28.60617784069433,17.593940291866204,404.4587539672858
+00.0250_+034.2750,2015,2,33.47410202026367,6,23.734058906918506,30.11993015834264,18.59026979718891,390.8489151000981
+00.0250_+034.2750,2015,3,105.63933968544006,10,23.94935754345317,30.29049958259833,18.974034266318085,425.340502929688
+00.0250_+034.2750,2015,4,290.41663336753845,26,21.035651418897828,25.2387705485026,17.816006469726574,345.8216552734382
+00.0250_+034.2750,2015,5,265.08880853652954,23,21.19221626609891,25.70203109248996,17.805905545142423,364.3730178833015
+00.0250_+034.2750,2015,6,172.51272106170654,18,20.87640234629316,25.291132609049495,17.557902526855514,342.7355270385749
+00.0250_+034.2750,2015,7,48.16816425323486,5,21.11478279277844,25.73597205377399,17.156776477444566,354.8376022338874
+00.0250_+034.2750,2015,8,37.25471711158752,6,21.8277599867954,26.88981214954009,17.40094811224168,376.5067840576179
+00.0250_+034.2750,2015,9,163.31363105773926,17,22.28132692972821,27.43379516601567,18.13959452311201,383.60084533691474
+00.0250_+034.2750,2015,10,264.5504806041717,23,21.72395300916457,26.403959508096023,18.23732516381051,381.9399124145515
+00.0250_+034.2750,2015,11,283.5484218597412,24,20.78212460411919,25.080959574381552,17.646723429361998,340.915245056153
+00.0250_+034.2750,2015,12,145.41701078414917,14,21.125761614563714,25.629963831747773,17.61344791535413,360.27288208007883
+00.0250_+034.2750,2016,1,83.16332483291626,13,22.22767147761516,26.888345829133076,18.549380197832704,394.2847534179695
+00.0250_+034.2750,2016,2,26.55932712554932,4,23.664873377482024,29.348903471848075,18.9555329421471,405.50042114257866
+00.0250_+034.2750,2016,3,75.80459189414978,11,24.015195465087917,29.586586047757063,19.322062141664617,439.0669998168951
+00.0250_+034.2750,2016,4,370.9969873428345,26,21.835934829712016,25.617210388183597,18.91104888916016,367.9238891601569
+00.0250_+034.2750,2016,5,236.42238807678223,17,21.490880646244136,25.880850810389404,18.181835839056248,372.97164306640695
+00.0250_+034.2750,2016,6,87.35665559768677,10,20.9481175104778,25.369166056315123,17.40947621663412,341.67963409423896
+00.0250_+034.2750,2016,7,43.59739303588867,5,20.864833655408688,25.303019172914617,16.918240750220548,344.42952880859445
