yield_kg_ph,year,is_holdout,cv_group,cv_fold,site,district,plant_date,harvest_date,cows,electricity,hh_num,hh_num_under18,owns_cows,owns_electricity,owns_oxen,plot_acres,plot_hectares,wealth_index,can_kg_ph_flagged_outlier,comp_quality_is_missing,comp_wb_pa_flagged_outlier,dap_kg_ph_flagged_outlier,fertility_is_missing,field_gps_flagged_invalid,growing_season_days_flagged,n_kg_ph_is_missing,pest_disease_is_missing,plant_date_doy_is_missing,plot_acres_flagged_outlier,slope_angle_num_is_missing,slope_is_missing,urea_kg_ph_flagged_outlier,uses_hybrid_seed_is_missing,basal_n_share,can_kg_ph,can_kg_ph_winsorized,comp_wb_pa,comp_wb_pa_winsorized,compost_applied,compost_wb_ph,dap_kg_ph,dap_kg_ph_winsorized,hybrid_seed_share,hybridseed_kg_ph,intercrop,intercrop_is_legume,intercrop_type,k2o_kg_ph,lime_kg_ph,lime_kg_ph_winsorized,localseed_kg_ph,n_kg_ph,npk_kg_ph,npk_kg_ph_winsorized,p2o5_kg_ph,plant_date_doy,seed_category,seed_type,seed_type_clean,seed_type_is_mixed,seed_type_primary,topdress_applied,total_nutrient_kg_ph,urea_kg_ph,urea_kg_ph_winsorized,uses_hybrid_seed,drought,chickens,fertility,fertility_ordinal,goats,growing_season_days,hh_num_under5,owns_chickens,owns_goats,weed,FAW,flood,pest_disease
2893.7295,2017,False,mabole,0,mabole,butere,,2017-06-23,3.0,,9.0,7.0,True,,False,0.25,0.101171500980854,0.23828605228518726,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,0.40909090909090906,98.842003,98.842003,200.0,140.0,True,345.947,98.842003,98.842003,0.0,0.0,True,True,beans,0.0,9.7853584,9.7853584,19.7684,43.49048132,0.0,0.0,45.46732138,,local,local,local,False,local,True,88.9578027,0.0,0.0,False,True,5.0,same,0.0,0.0,,,True,False,1.0,True,False,True
2848.2102,2017,False,Gavudunyi,3,Gavudunyi,vihiga,,2017-07-08,2.0,,7.0,3.0,True,,False,0.25,0.101171500980854,0.23828605228518726,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.3264248637928928,98.842003,98.842003,0.0,0.0,False,0.0,69.1894,69.1894,0.0,0.0,True,True,beans,0.0,0.0,0.0,19.7684,38.153012780000005,0.0,0.0,31.827124000000005,,local,local,local,False,local,True,69.98013678000001,0.0,0.0,False,False,2.0,better,1.0,0.0,,,True,False,1.0,,False,True
4382.8623,2017,False,Toywandet,2,Toywandet,kimilili,,2017-08-25,0.0,,6.0,4.0,False,,False,0.5,0.202343001961708,-0.9519553830121535,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,0.40909090909090906,123.5525,123.5525,0.0,0.0,False,0.0,123.5525,123.5525,,0.0,True,True,beans,0.0,123.5525,123.5525,0.0,54.363099999999996,0.0,0.0,56.83415,,hybrid_branded,h_6213,h_6213,False,h_6213,True,111.19725,0.0,0.0,False,False,3.0,same,0.0,0.0,,,True,False,2.0,True,False,True
4116.249,2017,False,Panpaper,3,Panpaper,lugari,,,8.0,,4.0,2.0,True,,False,2.0,0.809372007846832,1.5051934708448016,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.3157894736842105,185.32875,185.32875,0.0,0.0,False,0.0,123.5525,123.5525,1.0,15.444062,True,True,beans,0.0,0.0,0.0,0.0,70.424925,0.0,0.0,56.83415,,hybrid_branded,h_6213,h_6213,False,h_6213,True,127.259075,0.0,0.0,True,False,5.0,better,1.0,5.0,,,True,True,2.0,True,False,True
3628.5417,2017,False,Samitsi,0,Samitsi,matete,,,1.0,,3.0,1.0,True,,False,0.5,0.202343001961708,0.23828605228518726,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.40909090909090906,123.5525,123.5525,0.0,0.0,False,0.0,123.5525,123.5525,1.0,86.980965,True,True,beans,0.0,0.0,0.0,0.0,54.363099999999996,0.0,0.0,56.83415,,other_hybrid,other_hybrid,other_hybrid,False,other_hybrid,True,111.19725,0.0,0.0,True,True,7.0,same,0.0,0.0,,,True,False,2.0,True,False,True
1671.2102,2017,False,Uyundo,2,Uyundo,alego,2017-03-08,2017-07-17,6.0,,6.0,3.0,True,,False,0.75,0.303514510393143,0.23828605228518726,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,0.4090909090909091,164.73666,164.73666,0.0,0.0,False,0.0,164.73666,164.73666,1.0,32.947334,True,True,beans,0.0,0.0,0.0,0.0,72.4841304,0.0,0.0,75.77886360000001,67.0,hybrid_branded,sc_duma_43,sc_duma_43,False,sc_duma_43,True,148.262994,0.0,0.0,True,True,1.0,same,0.0,0.0,131.0,,True,False,1.0,True,True,True
4473.9014,2017,False,Siranga,3,Siranga,alego,2017-03-28,2017-07-06,2.0,,6.0,3.0,True,,False,0.25,0.101171500980854,0.23828605228518726,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.40909090909090906,123.5525,123.5525,20.0,20.0,True,49.421,123.5525,123.5525,1.0,98.842003,True,True,beans,0.0,0.0,0.0,0.0,54.363099999999996,0.0,0.0,56.83415,87.0,hybrid_branded,dk_8031,dk_8031,False,dk_8031,True,111.19725,0.0,0.0,True,True,2.0,same,0.0,0.0,100.0,,True,False,2.0,,False,True
2340.9946,2017,False,Gatuta,1,Gatuta,nyamira,,,1.0,,4.0,2.0,True,,False,0.25,0.101171500980854,-1.3355338948614355,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,,0.0,True,False,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,hybrid_branded,h_6213,h_6213,False,h_6213,False,0.0,0.0,0.0,False,True,0.0,same,0.0,0.0,,,False,False,2.0,True,False,True
3966.6855,2017,False,Kobita,2,Kobita,rongo,2017-02-26,2017-07-31,5.0,,16.0,11.0,True,,False,1.0,0.404686003923416,0.23828605228518726,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,0.40909090909090906,123.5525,123.5525,0.0,0.0,False,0.0,123.5525,123.5525,1.0,24.710501,True,True,beans,0.0,0.0,0.0,0.0,54.363099999999996,0.0,0.0,56.83415,57.0,hybrid_branded,dk_8031,dk_8031,False,dk_8031,True,111.19725,0.0,0.0,True,True,10.0,same,0.0,0.0,155.0,,True,False,2.0,True,False,True
6814.896,2017,False,Sabata,4,Sabata,ndalu,,2017-09-21,1.0,,16.0,14.0,True,,False,0.25,0.101171500980854,0.23828605228518726,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,0.40909090909090906,247.105,247.105,0.0,0.0,False,0.0,247.105,247.105,,0.0,True,True,beans,0.0,0.0,0.0,0.0,108.72619999999999,0.0,0.0,113.6683,,hybrid_branded,h_6213,h_6213,False,h_6213,True,222.3945,0.0,0.0,False,False,3.0,same,0.0,0.0,,,True,False,2.0,,False,True
1066.4531,2017,False,MWABOSIRE,0,MWABOSIRE,kisii,,,1.0,,8.0,4.0,True,,False,0.25,0.101171500980854,0.23828605228518726,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.7346938800160502,19.7684,19.7684,0.0,0.0,False,0.0,79.073601,79.073601,,0.0,True,True,beans,0.0,0.0,0.0,0.0,19.37303218,0.0,0.0,36.37385646,,hybrid_branded,h_6213,h_6213,False,h_6213,True,55.746888639999995,0.0,0.0,False,True,4.0,same,0.0,0.0,,,True,False,1.0,True,False,True
8915.2891,2017,False,Bondeni,2,Bondeni,ndalu,2017-03-16,2017-09-06,2.0,,3.0,2.0,True,,False,0.5,0.202343001961708,1.5051934708448016,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,0.40909090909090906,123.5525,123.5525,0.0,0.0,False,0.0,123.5525,123.5525,1.0,49.421001,True,True,beans,0.0,0.0,0.0,0.0,54.363099999999996,0.0,0.0,56.83415,75.0,hybrid_branded,h_614d,h_614d,False,h_614d,True,111.19725,0.0,0.0,True,False,7.0,better,1.0,1.0,174.0,,True,True,0.0,,False,True
5917.5146,2017,False,RISE,3,RISE,gucha,2017-02-18,2017-07-26,0.0,,6.0,3.0,False,,False,0.25,0.101171500980854,-0.9519553830121535,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.40909090909090906,123.5525,123.5525,0.0,0.0,False,0.0,123.5525,123.5525,1.0,98.842003,True,True,beans,0.0,0.0,0.0,0.0,54.363099999999996,0.0,0.0,56.83415,49.0,hybrid_branded,h_6213,h_6213,False,h_6213,True,111.19725,0.0,0.0,True,False,2.0,better,1.0,0.0,158.0,,True,False,2.0,True,False,True
2861.2158,2017,False,Koibarak,2,Koibarak,aldai,,,0.0,,9.0,4.0,False,,False,0.25,0.101171500980854,-2.5257753301587758,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.580645166217304,98.842003,98.842003,0.0,0.0,False,0.0,197.68401,197.68401,0.0,0.0,True,True,beans,0.0,0.0,0.0,39.5368,61.28204258,0.0,0.0,90.9346446,,hybrid_branded,h_614d,h_614d,False,h_614d,True,152.21668718,0.0,0.0,False,False,0.0,same,0.0,0.0,,,False,False,2.0,True,False,True
9474.5254,2017,False,NYANSAKIA,0,NYANSAKIA,gucha,,,3.0,,8.0,4.0,True,,False,0.75,0.303514510393143,0.23828605228518726,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.6338028084480333,32.947334,32.947334,0.0,0.0,False,0.0,82.368332,82.368332,1.0,43.929775,True,True,beans,0.0,0.0,0.0,0.0,23.392606599999997,0.0,0.0,37.88943272,,hybrid_branded,p3812w,pioneer_p3812w,False,pioneer_p3812w,True,61.282039319999996,0.0,0.0,True,False,5.0,same,0.0,0.0,,,True,False,2.0,,False,True
3329.4148,2017,False,Uhuyi,0,Uhuyi,butere,,,3.0,,4.0,3.0,True,,False,0.125,0.050585750490427,0.23828605228518726,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.40909090909090906,197.68401,197.68401,0.0,0.0,False,0.0,197.68401,197.68401,0.0,0.0,True,True,beans,0.0,0.0,0.0,79.073601,86.9809644,0.0,0.0,90.9346446,,local,local,local,False,local,True,177.91560900000002,0.0,0.0,False,False,2.0,better,1.0,0.0,,,True,False,1.0,True,False,True
3303.4036,2017,False,Malunga West,0,Malunga West,alego,2017-03-20,2017-07-24,2.0,,6.0,4.0,True,,False,0.5,0.202343001961708,0.23828605228518726,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4921875,123.5525,123.5525,0.0,0.0,False,0.0,172.9735,172.9735,1.0,49.421001,True,True,beans,0.0,0.0,0.0,0.0,63.25888,0.0,0.0,79.56781000000001,79.0,hybrid_branded,dk_8031,dk_8031,False,dk_8031,True,142.82669,0.0,0.0,True,False,5.0,same,0.0,0.0,126.0,,True,False,1.0,True,False,True
3004.2769,2017,False,Bar Agulu,0,Bar Agulu,alego,2017-03-19,2017-07-17,6.0,,10.0,6.0,True,,False,0.25,0.101171500980854,0.23828605228518726,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.40909090909090906,123.5525,123.5525,0.0,0.0,False,0.0,123.5525,123.5525,1.0,98.842003,True,True,beans,0.0,0.0,0.0,0.0,54.363099999999996,0.0,0.0,56.83415,78.0,hybrid_branded,sc_duma_43,sc_duma_43,False,sc_duma_43,True,111.19725,0.0,0.0,True,True,10.0,same,0.0,0.0,120.0,,True,False,1.0,True,False,True
773.8288,2017,False,Mundobelwa,1,Mundobelwa,kakamega_south,,2017-07-10,4.0,,5.0,3.0,True,,False,0.25,0.101171500980854,0.23828605228518726,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,0.5094339591036651,79.073601,79.073601,0.0,0.0,False,0.0,118.6104,118.6104,,0.0,True,True,beans,0.0,0.0,0.0,0.0,41.90900825999999,0.0,0.0,54.560784,,hybrid_branded,h_614d,h_614d,False,h_614d,True,96.46979225999999,0.0,0.0,False,False,6.0,same,0.0,0.0,,,True,False,2.0,True,False,True
4681.9893,2017,False,MATONGO,3,MATONGO,kisii,,2017-07-27,0.0,,8.0,3.0,False,,False,0.125,0.050585750490427,-0.9519553830121535,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.5094339591036651,79.073601,79.073601,0.0,0.0,False,0.0,118.6104,118.6104,,0.0,True,True,beans,0.0,0.0,0.0,0.0,41.90900825999999,0.0,0.0,54.560784,,hybrid_branded,h_614d,h_614d,False,h_614d,True,96.46979225999999,0.0,0.0,False,False,2.0,same,0.0,0.0,,,True,False,2.0,,False,True
4662.481,2017,False,Marula,4,Marula,lugari,,2017-09-18,6.0,,4.0,1.0,True,,False,2.0,0.809372007846832,1.5051934708448016,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.40909090909090906,30.888124,30.888124,0.0,0.0,False,0.0,30.888124,30.888124,1.0,16.123602,True,True,beans,0.0,0.0,0.0,0.0,13.59077456,0.0,0.0,14.208537040000001,,hybrid_branded,h_614d,h_614d,False,h_614d,True,27.799311600000003,0.0,0.0,True,True,2.0,same,0.0,2.0,,,True,True,2.0,True,False,True
756.92163,2017,False,Rambula,2,Rambula,gem,2017-04-10,2017-06-30,4.0,,5.0,4.0,True,,False,0.5,0.202343001961708,0.23828605228518726,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,0.4639175182248444,98.842003,98.842003,0.0,0.0,False,0.0,123.5525,123.5525,1.0,49.421001,True,True,beans,0.0,0.0,0.0,0.0,47.93837078,0.0,0.0,56.83415,100.0,hybrid_branded,sc_duma_43,sc_duma_43,False,sc_duma_43,True,104.77252078000001,0.0,0.0,True,False,3.0,worse,-1.0,0.0,81.0,,True,False,1.0,True,False,True
6255.6577,2017,False,Endebess,4,Endebess,ndalu,2017-04-28,2017-10-10,1.0,,10.0,8.0,True,,False,1.0,0.404686003923416,0.23828605228518726,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,1.0,24.710501,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,hybrid_branded,h_6213,h_6213,False,h_6213,False,0.0,0.0,0.0,True,,15.0,,,0.0,165.0,,True,False,0.0,,,False
2106.8953,2017,False,Muchi,4,Muchi,webuye,,,2.0,,15.0,8.0,True,,False,1.0,0.404686003923416,0.23828605228518726,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.509433962264151,123.5525,123.5525,0.0,0.0,False,0.0,185.32875,185.32875,1.0,62.270462,True,True,beans,0.0,0.0,0.0,0.0,65.48282499999999,0.0,0.0,85.251225,,hybrid_branded,h_614d,h_614d,False,h_614d,True,150.73405,0.0,0.0,True,False,8.0,better,1.0,0.0,,,True,False,1.0,True,False,True
8233.7988,2017,False,NYAKEIRI,3,NYAKEIRI,kisii,2017-03-08,2017-08-21,2.0,,3.0,0.0,True,,False,0.75,0.303514510393143,-0.06862647630182103,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.45378150758968727,32.947334,32.947334,2.6666667,2.6666667,True,6.589466749035,39.5368,39.5368,1.0,32.947334,True,True,beans,0.0,0.0,0.0,0.0,15.68293084,0.0,0.0,18.186928,67.0,hybrid_branded,h_6213,h_6213,False,h_6213,True,33.86985884,0.0,0.0,True,False,0.0,better,1.0,3.0,166.0,,False,True,1.0,,False,True
2471.05,2017,False,Kamsaki,3,Kamsaki,migori,2017-03-25,2017-07-31,3.0,,6.0,4.0,True,,False,0.25,0.101171500980854,1.5051934708448016,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,0.40909090909090906,123.5525,123.5525,0.0,0.0,False,0.0,123.5525,123.5525,1.0,98.842003,True,True,beans,0.0,0.0,0.0,0.0,54.363099999999996,0.0,0.0,56.83415,84.0,hybrid_branded,wh_505,wh_505,False,wh_505,True,111.19725,0.0,0.0,True,False,3.0,same,0.0,4.0,128.0,,True,True,2.0,True,False,True
3368.4312,2017,False,Nyangoma,4,Nyangoma,alego,2017-03-29,2017-07-24,3.0,,6.0,4.0,True,,False,0.5,0.202343001961708,0.23828605228518726,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,1.0,49.421001,True,True,beans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,hybrid_branded,sc_duma_43,sc_duma_43,False,sc_duma_43,False,0.0,0.0,0.0,True,,2.0,,,0.0,117.0,,True,False,0.0,,,False
1671.2102,2017,False,Munyuki,3,Munyuki,lugari,,,2.0,,7.0,1.0,True,,False,2.0,0.809372007846832,-1.3355338948614355,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.40909090909090906,185.32875,185.32875,0.0,0.0,False,0.0,185.32875,185.32875,1.0,30.888124,True,True,beans,0.0,0.0,0.0,0.0,81.54465,0.0,0.0,85.251225,,hybrid_branded,p3812w,pioneer_p3812w,False,pioneer_p3812w,True,166.79587500000002,0.0,0.0,True,False,0.0,better,1.0,0.0,,,False,False,2.0,True,False,True
2334.4919,2017,False,Igorera,4,Igorera,gucha,,,0.0,,4.0,2.0,False,,False,0.25,0.101171500980854,-0.9519553830121535,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.5806451612903225,19.7684,19.7684,0.0,0.0,False,0.0,39.5368,39.5368,,0.0,False,,,0.0,0.0,0.0,0.0,12.256408,0.0,0.0,18.186928,,other_hybrid,other_hybrid,other_hybrid,False,other_hybrid,True,30.443336000000002,0.0,0.0,False,False,2.0,better,1.0,0.0,,,True,False,2.0,,False,True
5332.2661,2017,False,Lugala,2,Lugala,kakamega_south,,2017-08-04,1.0,,3.0,0.0,True,,False,0.25,0.101171500980854,0.23828605228518726,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,0.40909090909090906,345.94699,345.94699,48.0,48.0,True,118.6104,345.94699,345.94699,0.0,0.0,True,True,beans,0.0,98.842003,98.842003,39.5368,152.2166756,0.0,0.0,159.1356154,,local,local,local,False,local,True,311.35229100000004,0.0,0.0,False,False,10.0,same,0.0,0.0,,,True,False,2.0,,False,True
0.0,2017,False,Givogi,0,Givogi,aldai,2017-03-01,2017-07-03,8.0,,7.0,4.0,True,,False,0.3,0.121405802667141,1.5051934708448016,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.40909090909090906,205.92084,205.92084,0.0,0.0,False,0.0,205.92084,205.92084,1.0,82.368332,False,,,0.0,0.0,0.0,0.0,90.60516960000001,0.0,0.0,94.7235864,60.0,hybrid_branded,pn_15,pn_15,False,pn_15,True,185.328756,0.0,0.0,True,False,12.0,same,0.0,2.0,124.0,,True,True,2.0,True,False,True
5917.5146,2017,False,Eshirembe,4,Eshirembe,butere,2017-03-03,2017-07-04,0.0,,7.0,2.0,False,,False,0.5,0.202343001961708,0.31495203554746093,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.40909090909090906,61.776249,61.776249,12.0,12.0,True,29.6526,61.776249,61.776249,1.0,49.421001,True,True,beans,0.0,0.0,0.0,0.0,27.18154956,0.0,0.0,28.41707454,62.0,hybrid_branded,h_614d,h_614d,False,h_614d,True,55.5986241,0.0,0.0,True,False,5.0,same,0.0,1.0,123.0,,True,True,2.0,True,False,True
4948.603,2017,False,Kaptebee,0,Kaptebee,lugari,,2017-10-27,1.0,,2.0,0.0,True,,False,1.0,0.404686003923416,0.23828605228518726,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.8737864077669903,12.35525,12.35525,0.0,0.0,False,0.0,123.5525,123.5525,1.0,66.718353,True,True,beans,0.0,0.0,0.0,0.0,25.451814999999996,0.0,0.0,56.83415,,other_hybrid,other_hybrid,other_hybrid,False,other_hybrid,True,82.285965,0.0,0.0,True,True,10.0,same,0.0,0.0,,,True,False,2.0,,False,True
3303.4036,2017,False,Machridas,2,Machridas,sirisia,,,1.0,,7.0,5.0,True,,False,0.5,0.202343001961708,0.23828605228518726,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.4090909090909091,49.421001,49.421001,0.0,0.0,False,0.0,49.421001,49.421001,1.0,71.166237,True,True,beans,0.0,0.0,0.0,0.0,21.745240439999996,0.0,0.0,22.73366046,,hybrid_branded,h_6213,h_6213,False,h_6213,True,44.4789009,0.0,0.0,True,False,3.0,same,0.0,0.0,,,True,False,2.0,True,True,True
3056.2988,2017,False,BIGEGE,0,BIGEGE,kisii,,,2.0,,3.0,2.0,True,,False,0.5,0.202343001961708,-0.06862647630182103,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.40909090909090906,123.5525,123.5525,0.0,0.0,False,0.0,123.5525,123.5525,1.0,69.1894,True,True,beans,0.0,0.0,0.0,0.0,54.363099999999996,0.0,0.0,56.83415,,hybrid_branded,h_614d,h_614d,False,h_614d,True,111.19725,0.0,0.0,True,True,0.0,same,0.0,1.0,,,False,True,1.0,True,False,True
3732.5862,2017,False,Kulumbeni,1,Kulumbeni,matete,2017-03-01,2017-07-06,2.0,,5.0,3.0,True,,False,0.5,0.202343001961708,0.23828605228518726,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.40909090909090906,61.776249,61.776249,40.0,40.0,True,98.842,61.776249,61.776249,1.0,49.421001,True,True,beans,0.0,0.0,0.0,0.0,27.18154956,0.0,0.0,28.41707454,60.0,hybrid_branded,wh_505,wh_505,False,wh_505,True,55.5986241,0.0,0.0,True,True,6.0,same,0.0,0.0,127.0,,True,False,2.0,,True,True
2828.7019,2017,False,Mahanga,3,Mahanga,matete,,,0.0,,7.0,5.0,False,,False,0.5,0.202343001961708,-0.9519553830121535,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,1.0,0.0,0.0,0.0,0.0,False,0.0,49.421001,49.421001,1.0,75.119919,True,True,beans,0.0,0.0,0.0,0.0,8.89578018,0.0,0.0,22.73366046,,hybrid_branded,h_6213,h_6213,False,h_6213,False,31.62944064,0.0,0.0,True,False,3.0,better,1.0,0.0,,,True,False,2.0,True,False,True
416.17685,2017,False,Mutaho,3,Mutaho,kakamega_north,,,3.0,,6.0,4.0,True,,False,0.5,0.202343001961708,1.5051934708448016,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.3417721443120824,39.5368,39.5368,0.0,0.0,False,0.0,29.652599,29.652599,0.5999999919062745,29.652599,True,True,beans,0.0,0.0,0.0,19.7684,15.617035819999998,0.0,0.0,13.64019554,,local,local,local,False,local,True,29.25723136,0.0,0.0,True,False,10.0,same,0.0,5.0,,,True,True,1.0,True,False,True
7868.3433,2017,False,Nyambiri,1,Nyambiri,nyamira,,,2.0,,8.0,4.0,True,,False,0.75,0.303514510393143,0.23828605228518726,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.40909090909090906,329.47333,329.47333,0.0,0.0,False,0.0,329.47333,329.47333,0.7692307530672642,21.964888,True,True,beans,0.0,0.0,0.0,6.589467,144.9682652,0.0,0.0,151.5577318,,hybrid_branded,sc_simba_61,sc_simba_61,False,sc_simba_61,True,296.52599699999996,0.0,0.0,True,False,5.0,better,1.0,0.0,,,True,False,2.0,,True,True
942.90063,2017,False,Siranga,3,Siranga,alego,,,2.0,,1.0,0.0,True,,False,0.25,0.101171500980854,1.5051934708448016,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,1.0,0.0,0.0,0.0,0.0,False,0.0,49.421001,49.421001,0.0,0.0,True,True,beans,0.0,0.0,0.0,39.5368,8.89578018,0.0,0.0,22.73366046,,local,local,local,False,local,False,31.62944064,0.0,0.0,False,True,4.0,same,0.0,2.0,,,True,True,1.0,True,True,True
4935.5972,2017,False,Chango,3,Chango,vihiga,2017-03-08,2017-07-06,3.0,,6.0,4.0,True,,False,0.25,0.101171500980854,0.23828605228518726,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.40909090909090906,123.5525,123.5525,0.0,0.0,False,0.0,123.5525,123.5525,1.0,98.842003,True,True,beans,0.0,0.0,0.0,0.0,54.363099999999996,0.0,0.0,56.83415,67.0,hybrid_branded,h_6213,h_6213,False,h_6213,True,111.19725,0.0,0.0,True,False,6.0,same,0.0,0.0,120.0,,True,False,2.0,True,False,True
2780.5813,2017,False,Malunga West,0,Malunga West,alego,2017-04-09,2017-08-05,5.0,,2.0,0.0,True,,False,0.5,0.202343001961708,1.5051934708448016,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.40909090909090906,123.5525,123.5525,,,,,123.5525,123.5525,1.0,49.421001,True,True,beans,0.0,0.0,0.0,0.0,54.363099999999996,0.0,0.0,56.83415,99.0,hybrid_branded,dk_8031,dk_8031,False,dk_8031,True,111.19725,0.0,0.0,True,False,3.0,better,1.0,2.0,118.0,,True,True,2.0,True,False,True
91.038689,2017,False,Mayanja,1,Mayanja,chwele,,2017-08-04,3.0,,10.0,3.0,True,,False,1.0,0.404686003923416,1.5051934708448016,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,0.4639175232570787,9.8842001,9.8842001,0.0,0.0,False,0.0,12.35525,12.35525,0.0,0.0,True,True,beans,0.0,0.0,0.0,6.1776252,4.793837026,0.0,0.0,5.683415,,hybrid_branded,wh_509,wh_509,False,wh_509,True,10.477252026,0.0,0.0,False,False,18.0,same,0.0,2.0,,,True,True,2.0,True,False,True
2210.9395,2017,False,Emanyinya,3,Emanyinya,vihiga,,2017-07-11,5.0,,3.0,0.0,True,,False,0.5,0.202343001961708,1.5051934708448016,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.4090909090909091,49.421001,49.421001,0.0,0.0,False,0.0,49.421001,49.421001,0.0,0.0,True,True,beans,0.0,0.0,0.0,29.652599,21.745240439999996,0.0,0.0,22.73366046,,local,local,local,False,local,True,44.4789009,0.0,0.0,False,False,3.0,same,0.0,1.0,,,True,True,2.0,True,False,True
5911.0117,2017,False,Magemo,4,Magemo,webuye,,,5.0,,6.0,2.0,True,,False,1.0,0.404686003923416,0.23828605228518726,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.4090909090909091,19.7684,19.7684,0.0,0.0,False,0.0,19.7684,19.7684,1.0,44.478901,True,True,beans,0.0,0.0,0.0,0.0,8.698096,0.0,0.0,9.093464,,hybrid_branded,h_6213,h_6213,False,h_6213,True,17.79156,0.0,0.0,True,False,1.0,worse,-1.0,0.0,,,True,False,2.0,True,False,True
3199.3594,2017,False,Isongo,2,Isongo,kakamega_north,,2017-07-31,2.0,,3.0,1.0,True,,False,1.25,0.505857527256012,0.23828605228518726,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0.0,15.81472,15.81472,0.0,0.0,False,0.0,0.0,0.0,1.0,47.44416,True,True,beans,0.0,0.0,0.0,0.0,4.1118272,0.0,0.0,0.0,,hybrid_branded,wh_505,wh_505,False,wh_505,True,4.1118272,0.0,0.0,True,False,16.0,same,0.0,0.0,,,True,False,1.0,True,False,True
6354.5005,2017,False,ETORA,2,ETORA,gucha,2017-02-22,2017-07-24,0.0,,7.0,4.0,False,,False,0.25,0.101171500980854,0.31495203554746093,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.40909090909090906,123.5525,123.5525,0.0,0.0,False,0.0,123.5525,123.5525,1.0,98.842003,True,True,beans,0.0,0.0,0.0,0.0,54.363099999999996,0.0,0.0,56.83415,53.0,hybrid_branded,dk_8031,dk_8031,False,dk_8031,True,111.19725,0.0,0.0,True,False,7.0,same,0.0,4.0,152.0,,True,True,2.0,,True,True
2783.1826,2017,False,shiandiche,1,shiandiche,matete,,2017-09-07,3.0,,8.0,4.0,True,,False,0.2,0.0809371992945671,1.5051934708448016,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,0.5255474568598298,61.776249,61.776249,40.0,40.0,True,98.842,98.842003,98.842003,,0.0,True,True,beans,0.0,0.0,0.0,0.0,33.85338528,0.0,0.0,45.46732138,,hybrid_branded,wh_505,wh_505,False,wh_505,True,79.32070666,0.0,0.0,False,False,5.0,better,1.0,3.0,,,True,True,2.0,True,False,True
